dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
10x_human_lymph_node_D1,13,0.16469808329237862,0.31622922840125156,0.3105320321716021,0.35647196377726814,0.3162292284012515,0.10732553
10x_human_lymph_node_D1,2560,0.17588785698049417,0.3030113482837586,0.2972307002233268,0.3432993568681849,0.3030113482837586,0.09810532
10x_human_lymph_node_D1,641,0.18760966663358397,0.30587310248230204,0.30009301666136684,0.34575797291524096,0.30587310248230204,0.1018844
10x_human_lymph_node_D1,1892,0.17374109885420957,0.30519834567726883,0.2994623811663777,0.3479735779989499,0.30519834567726883,0.10165828
10x_human_lymph_node_D1,1173,0.19640956907917081,0.3189225857808664,0.3132248587075948,0.3573307078798237,0.31892258578086646,0.09468513
10x_human_lymph_node_D1,69,0.1947620258141088,0.3135356298837429,0.30777256720520413,0.35033665139342407,0.31353562988374284,0.09256159
10x_human_lymph_node_D1,2024,0.23640627085787844,0.32972315616039677,0.3240318617984128,0.3637215769669024,0.3297231561603967,0.09814862
10x_human_lymph_node_D1,231,0.19104530364233352,0.30487256438597327,0.29909848301093217,0.34564667728415704,0.3048725643859733,0.09490617
10x_human_lymph_node_D1,1971,0.1748454810917727,0.3059003000204262,0.3001060754926852,0.3435033072719954,0.30590030002042623,0.089619264
10x_human_lymph_node_D1,2497,0.17575677803095482,0.3062423178665656,0.3005609497826837,0.35161189589271863,0.3062423178665655,0.09632387
10x_human_lymph_node_D1,338,0.1830240670861647,0.30716325546507434,0.30136224692828223,0.3442229670911721,0.3071632554650744,0.095578894
10x_human_lymph_node_D1,3127,0.1888027596766646,0.3186828608891374,0.3130889488833119,0.36397242801480884,0.31868286088913744,0.08977245
10x_human_lymph_node_D1,2001,0.16675160876445455,0.31260217013996416,0.307010481788363,0.3596586432501003,0.3126021701399642,0.08929103
10x_human_lymph_node_D1,2022,0.17523740584245173,0.2973169619328297,0.29145008615529155,0.33440333408279693,0.2973169619328297,0.09404711
10x_human_lymph_node_D1,574,0.2108600623423428,0.3207653582955055,0.31504309596147817,0.3572970631394281,0.32076535829550545,0.09626775
10x_human_lymph_node_D1,2428,0.1831936578519552,0.32176412018490214,0.31610868373880885,0.36125907509585087,0.32176412018490214,0.09965902
10x_human_lymph_node_D1,999,0.17857945155580734,0.3120882930615754,0.3064515750890771,0.3578333363151165,0.3120882930615754,0.09299025
10x_human_lymph_node_D1,1187,0.1923916078689053,0.31463218032983337,0.3088997221379796,0.3499488554003169,0.31463218032983337,0.09787486
10x_human_lymph_node_D1,42,0.1892599118397779,0.3151449935844057,0.30944037558286025,0.35279916819263546,0.3151449935844056,0.09552295
10x_human_lymph_node_D1,3999,0.20414639630896037,0.3109019981275009,0.3051109557943462,0.3471797267059493,0.3109019981275009,0.10116947
