dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
10x_human_lymph_node_A1,13,0.2270799404695781,0.3709781423411488,0.3669974895610558,0.4256439215028483,0.37097814234114884,0.12551063
10x_human_lymph_node_A1,2560,0.24400631381649635,0.3826335007608821,0.37867564345255655,0.4329154961870618,0.3826335007608821,0.13019378
10x_human_lymph_node_A1,641,0.21688159183355427,0.3766561602858869,0.372715561514876,0.43261741804691445,0.3766561602858869,0.09686678
10x_human_lymph_node_A1,1892,0.24817240066974494,0.3905200690254279,0.3866668344489855,0.448474827685616,0.3905200690254279,0.13291569
10x_human_lymph_node_A1,1173,0.20796937943589236,0.3762468115794977,0.3723568132240947,0.4381257844117314,0.3762468115794977,0.10293714
10x_human_lymph_node_A1,69,0.2476340578648963,0.3961982927556479,0.39239538627949183,0.4566818279798382,0.39619829275564783,0.1234682
10x_human_lymph_node_A1,2024,0.2576556242993535,0.39264926175233095,0.3887874908168328,0.44834271598226505,0.3926492617523309,0.1041761
10x_human_lymph_node_A1,231,0.25271481452007166,0.40040506417441996,0.3965898785452019,0.45688015922180797,0.40040506417442,0.1227384
10x_human_lymph_node_A1,1971,0.2929762866846007,0.421169174259585,0.41747288989476794,0.47843623439932464,0.421169174259585,0.12560154
10x_human_lymph_node_A1,2497,0.2731618491803973,0.4110390319989002,0.4072937415387748,0.46914699790614595,0.41103903199890024,0.13916962
10x_human_lymph_node_A1,338,0.24073711523186853,0.38700377981264644,0.38307049105022856,0.4378496195992701,0.3870037798126465,0.12785704
10x_human_lymph_node_A1,3127,0.27757532589137796,0.4176294316632897,0.4138579811668529,0.46749717350815045,0.41762943166328975,0.11654808
10x_human_lymph_node_A1,2001,0.2631388772524656,0.3962604690050323,0.39233569527337386,0.44157679596480415,0.39626046900503237,0.1447432
10x_human_lymph_node_A1,2022,0.22226058678702415,0.38805142719121866,0.3842260630699073,0.45079710803144274,0.3880514271912186,0.10830628
10x_human_lymph_node_A1,574,0.2438614893665071,0.38923187991911123,0.38530599834062135,0.4395386703114733,0.3892318799191113,0.10903763
10x_human_lymph_node_A1,2428,0.2720071579894736,0.3947158053974548,0.3908199073672553,0.44504777955992636,0.3947158053974548,0.112680726
10x_human_lymph_node_A1,999,0.2550016667313176,0.40244385392890186,0.3986622912094711,0.46154192488733237,0.4024438539289018,0.12880436
10x_human_lymph_node_A1,1187,0.27803690714631835,0.41409758328065516,0.4103374757151205,0.46725773650517827,0.4140975832806551,0.13055512
10x_human_lymph_node_A1,42,0.2266167714189761,0.37942291344790025,0.375471513477404,0.4324954742318711,0.3794229134479003,0.1107056
10x_human_lymph_node_A1,3999,0.24855314314036792,0.3888149984569139,0.3849778317587022,0.44968179291708554,0.3888149984569139,0.111359425
