dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
Mouse_Brain_E13_S1,13,0.12033880872163778,0.2729704231199491,0.2608876617353959,0.32937048023758103,0.2729704231199491,0.06479344
Mouse_Brain_E13_S1,2560,0.11038663318365503,0.25628268661527603,0.2439943364879026,0.3113531261533532,0.25628268661527603,0.05349662
Mouse_Brain_E13_S1,641,0.09221976073287956,0.2633997404869424,0.25121425905235073,0.3196621178348664,0.2633997404869424,0.053908665
Mouse_Brain_E13_S1,1892,0.0769733910252644,0.22238563915288664,0.2095112366235569,0.26872330615153966,0.2223856391528866,0.035383277
Mouse_Brain_E13_S1,1173,0.0940344633561003,0.26649662736085816,0.2544705130855863,0.3279638140524448,0.26649662736085816,0.064852126
Mouse_Brain_E13_S1,69,0.11453778031450212,0.28210349486121267,0.27005227710387003,0.3351423588258871,0.2821034948612127,0.064254194
Mouse_Brain_E13_S1,2024,0.12274936363738907,0.26215980284708373,0.2499315527984439,0.3176103694677814,0.26215980284708373,0.081064954
Mouse_Brain_E13_S1,231,0.07577252507408308,0.25992005271665125,0.24764969536114115,0.3127038801290524,0.2599200527166512,0.057062868
Mouse_Brain_E13_S1,1971,0.08956008548816738,0.21795160175223205,0.20492708661730405,0.26240717756437365,0.21795160175223205,0.06046555
Mouse_Brain_E13_S1,2497,0.09371577614647912,0.25970275220667977,0.24750013027309922,0.3172248228540667,0.2597027522066798,0.07230994
Mouse_Brain_E13_S1,338,0.1042242462790344,0.28838451457786174,0.27663967793619054,0.35160015721965676,0.2883845145778618,0.074101955
Mouse_Brain_E13_S1,3127,0.11229561076170302,0.29266471779328274,0.2807010537409353,0.3440616656486002,0.29266471779328274,0.064951256
Mouse_Brain_E13_S1,2001,0.09028812165032281,0.2639722072010977,0.2518442838897592,0.3222194683530683,0.2639722072010977,0.08090325
Mouse_Brain_E13_S1,2022,0.10857910042002425,0.288583550988529,0.2768123791394928,0.3489948126471853,0.288583550988529,0.074524194
Mouse_Brain_E13_S1,574,0.0912810474023578,0.2669446451350671,0.2547868001265509,0.3230096732218968,0.26694464513506705,0.06298774
Mouse_Brain_E13_S1,2428,0.10833483412454173,0.2895198745324025,0.27773077168518623,0.3493490254364711,0.2895198745324025,0.068452224
Mouse_Brain_E13_S1,999,0.08343332232408442,0.23254673037851176,0.21993170898283793,0.2843637303800127,0.23254673037851176,0.039524686
Mouse_Brain_E13_S1,1187,0.07378179473067041,0.22871433497197974,0.21602440617076615,0.28009435913207104,0.2287143349719797,0.048718452
Mouse_Brain_E13_S1,42,0.09556012289839272,0.272251708233499,0.26019096982853535,0.32969704715084147,0.272251708233499,0.059679735
Mouse_Brain_E13_S1,3999,0.09082887460720131,0.2645289717979455,0.25239725103577315,0.32175877880316983,0.2645289717979455,0.07170763
