dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
10x_human_lymph_node_A1,13,0.2117303887987832,0.36063931587675974,0.35658866049266136,0.4133705303729214,0.3606393158767598,0.104001276
10x_human_lymph_node_A1,2560,0.24426110222894104,0.37399697364933626,0.36995988683024195,0.4208277659517867,0.37399697364933626,0.121625915
10x_human_lymph_node_A1,641,0.26097031001552495,0.3774085002248423,0.37328174227796984,0.41288878989937533,0.3774085002248423,0.108956374
10x_human_lymph_node_A1,1892,0.24536744379887115,0.37032747764287977,0.3662049920642344,0.41057895105109327,0.3703274776428798,0.14958633
10x_human_lymph_node_A1,1173,0.25352585816183104,0.3821558296958692,0.37811891583949353,0.423885884409453,0.3821558296958692,0.09852362
10x_human_lymph_node_A1,69,0.24058685874880328,0.3779831096267812,0.37396659287951356,0.42482409830568985,0.3779831096267813,0.12657201
10x_human_lymph_node_A1,2024,0.2598976805829051,0.38317051367562366,0.3791414454806896,0.4250876324081676,0.38317051367562366,0.10703536
10x_human_lymph_node_A1,231,0.25269632344880294,0.3778096834533462,0.373670938300487,0.4119444390899823,0.37780968345334626,0.12997185
10x_human_lymph_node_A1,1971,0.23562207891467765,0.36905303582336546,0.36500914732227463,0.418140978547502,0.36905303582336546,0.12076049
10x_human_lymph_node_A1,2497,0.2474567316418355,0.3720463065897016,0.3678910224343323,0.4074779732774611,0.37204630658970167,0.119545445
10x_human_lymph_node_A1,338,0.25510660198270363,0.39354450406687125,0.38953154069262763,0.43151733136892256,0.39354450406687125,0.12706126
10x_human_lymph_node_A1,3127,0.22294548714527518,0.3619552802622429,0.35785620713648686,0.4090110644822819,0.3619552802622429,0.13269973
10x_human_lymph_node_A1,2001,0.23167542137489358,0.3723640355828543,0.36833661765579867,0.42135641042599997,0.3723640355828543,0.10363293
10x_human_lymph_node_A1,2022,0.27108944682597086,0.3939057146343134,0.38983495771436544,0.4236679853744172,0.39390571463431345,0.0928018
10x_human_lymph_node_A1,574,0.19195549764323314,0.34328868141908364,0.3391656861764252,0.3970533339063724,0.34328868141908364,0.112947635
10x_human_lymph_node_A1,2428,0.2660774803865086,0.3849423491076178,0.3809046458955372,0.42452356644565614,0.3849423491076179,0.09820039
10x_human_lymph_node_A1,999,0.2739227074632927,0.3819859947937037,0.37786154316297144,0.41425610384200595,0.38198599479370365,0.092016086
