dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
Mouse_Brain_E13_S1,13,0.23450471784022114,0.4416468073378742,0.4324085810518526,0.5332218438512846,0.4416468073378742,0.1339689
Mouse_Brain_E13_S1,2560,0.23266481037438555,0.4363677827870543,0.42701737146590496,0.5255990368518314,0.43636778278705424,0.12817165
Mouse_Brain_E13_S1,641,0.24528827295970093,0.4363035975612575,0.42694268784508055,0.5237827130593328,0.43630359756125753,0.13276045
Mouse_Brain_E13_S1,1892,0.2559738530119291,0.46625206883824044,0.45736440366286396,0.5568259700758905,0.4662520688382404,0.13803048
Mouse_Brain_E13_S1,1173,0.2596559199091755,0.45078524031481704,0.4416495886818222,0.5392678419439207,0.45078524031481704,0.13369992
Mouse_Brain_E13_S1,69,0.28406991037538054,0.4756889557097083,0.46691190928370707,0.5630508926534328,0.4756889557097083,0.13109393
Mouse_Brain_E13_S1,2024,0.24129366277257605,0.4565351989967236,0.44749093516087785,0.546616788292111,0.4565351989967237,0.13605557
Mouse_Brain_E13_S1,231,0.21712936399116037,0.42274537468518864,0.4132069851540084,0.5110814221550406,0.42274537468518875,0.13325873
Mouse_Brain_E13_S1,1971,0.23193887746246464,0.4332493400792152,0.4238272330331634,0.5213147760075917,0.4332493400792151,0.13719052
Mouse_Brain_E13_S1,2497,0.2635037054848267,0.4528332042828115,0.4436444608240723,0.532307265325218,0.45283320428281154,0.1331328
Mouse_Brain_E13_S1,338,0.21889503471439645,0.4200260244244593,0.4104225764858411,0.5081798461173669,0.4200260244244593,0.1294062
Mouse_Brain_E13_S1,3127,0.23787490804584424,0.4372103031223567,0.42790216659295593,0.5284420391684695,0.4372103031223568,0.12868485
Mouse_Brain_E13_S1,2001,0.25068013999787475,0.4427055985626727,0.43340837764398926,0.5264613502578501,0.4427055985626728,0.13196822
Mouse_Brain_E13_S1,2022,0.25166208113940314,0.45300545343341353,0.4439218657372546,0.5435519833227973,0.45300545343341353,0.12665455
Mouse_Brain_E13_S1,574,0.23490489044432938,0.44208543852452686,0.43279036067484544,0.5291299477173735,0.4420854385245268,0.13747473
Mouse_Brain_E13_S1,2428,0.2592910502341728,0.44955989277883707,0.44041359322782336,0.5379159974722199,0.44955989277883707,0.12684307
Mouse_Brain_E13_S1,999,0.23224338605438186,0.4504608284439144,0.4413061213819736,0.5390960794974965,0.45046082844391433,0.12528895
Mouse_Brain_E13_S1,1187,0.2575390044497926,0.45642881378753863,0.447380731674981,0.5434169677735621,0.4564288137875387,0.1355104
Mouse_Brain_E13_S1,42,0.2635590826326663,0.4644397485043327,0.45547225718591317,0.5494706874568369,0.4644397485043327,0.14078917
Mouse_Brain_E13_S1,3999,0.2533262496318013,0.4552571124606749,0.44619556076562344,0.5465820454361499,0.45525711246067496,0.13468039
